Temperature,Humidity,Light,CO2,HumidityRatio,Label
0.897498975,0.793924051,0.274509804,0.496508548,0.005098515,0
0.897498975,0.787974684,0.273719165,0.47074404,0.005059998,0
0.897498975,0.788607595,0.276091082,0.462918372,0.005064095,1
0.897498975,0.786413502,0.274509804,0.456537443,0.005049891,1
0.897498975,0.778987342,0.271347249,0.439802552,0.005001821,1
0.897498975,0.778924051,0.273719165,0.42499398,0.005001412,1
0.897498975,0.783417722,0.271347249,0.425957139,0.005030499,1
0.897498975,0.779556962,0.271347249,0.432940043,0.005005508,1
0.897498975,0.778987342,0.273719165,0.427763063,0.005001821,1
0.897498975,0.779620253,0.276091082,0.423067662,0.005005918,1
0.897498975,0.780189873,0.271347249,0.429207802,0.005009605,1
0.897498975,0.775949367,0.276091082,0.431736094,0.004982159,1
0.897498975,0.778417722,0.271347249,0.428365037,0.004998135,1
0.897498975,0.778818565,0.271347249,0.427321615,0.005000729,1
0.897498975,0.778987342,0.271347249,0.430291356,0.005001821,1
0.897498975,0.770759494,0.271347249,0.400915001,0.004948571,1
0.897498975,0.773839663,0.271347249,0.399229473,0.004968505,1
0.897498975,0.772151899,0.271347249,0.399349868,0.004957582,1
0.897498975,0.774050633,0.271347249,0.409583434,0.00496987,1
0.897498975,0.774683544,0.271347249,0.406453166,0.004973966,1
0.897498975,0.773417722,0.271347249,0.404647243,0.004965774,1
0.896473965,0.773417722,0.271347249,0.39670118,0.00495814,1
0.897498975,0.774683544,0.271347249,0.396821575,0.004973966,1
0.897498975,0.768101266,0.271347249,0.391524199,0.004931369,1
0.897498975,0.768523207,0.271347249,0.386226824,0.004934099,1
0.896473965,0.76943038,0.271347249,0.390440645,0.004932375,1
0.897498975,0.768523207,0.271347249,0.387832089,0.004934099,1
0.897498975,0.767468354,0.271347249,0.383578136,0.004927273,1
0.897498975,0.764556962,0.271347249,0.382855767,0.004908434,1
0.897498975,0.768101266,0.271347249,0.382133398,0.004931369,1
0.897498975,0.766962025,0.271347249,0.380688659,0.004923997,1
0.897498975,0.766835443,0.271347249,0.37876234,0.004923177,1
0.897498975,0.769367089,0.271347249,0.382534714,0.00493956,1
0.897498975,0.768734177,0.271347249,0.383096557,0.004935464,1
0.897498975,0.770295359,0.261859583,0.381732081,0.004945567,1
0.897498975,0.777974684,0.268184693,0.384300506,0.004995267,1
0.897498975,0.770063291,0.271347249,0.383096557,0.004944065,1
0.897498975,0.769367089,0.271347249,0.384180111,0.00493956,1
0.897498975,0.769367089,0.271347249,0.384300506,0.00493956,1
0.897498975,0.770759494,0.271347249,0.386226824,0.004948571,1
0.897498975,0.768523207,0.266603416,0.384059716,0.004934099,1
0.897498975,0.767679325,0.271347249,0.381170238,0.004928638,1
0.897498975,0.767594937,0.26486401,0.379605105,0.004928092,1
0.897498975,0.769367089,0.271347249,0.381531423,0.00493956,1
0.897498975,0.769367089,0.271347249,0.383096557,0.00493956,1
0.897498975,0.768734177,0.271347249,0.382133398,0.004935464,1
0.897498975,0.765316456,0.271347249,0.380126816,0.004913348,1
0.897498975,0.764556962,0.271347249,0.378521551,0.004908434,1
0.897498975,0.760063291,0.271347249,0.371659042,0.004879358,1
0.897498975,0.758481013,0.271347249,0.366000482,0.004869121,1
0.897498975,0.757405063,0.271347249,0.364074163,0.00486216,1
0.897498975,0.762025316,0.271347249,0.363111004,0.004892053,1
0.897498975,0.763291139,0.26344086,0.365518902,0.004900243,1
0.897498975,0.762869198,0.266708834,0.364395216,0.004897513,1
0.897498975,0.771392405,0.277039848,0.368047195,0.004952667,1
0.897498975,0.76371308,0.278937381,0.369853118,0.004902973,1
0.897498975,0.761392405,0.277039848,0.370936672,0.004887958,1
0.897498975,0.762658228,0.277039848,0.369010354,0.004896148,1
0.897498975,0.763924051,0.277039848,0.369732723,0.004904339,1
0.897498975,0.766962025,0.277039848,0.374187334,0.004923997,1
0.897498975,0.764556962,0.278937381,0.373384702,0.004908434,1
0.897498975,0.764556962,0.275985663,0.369853118,0.004908434,1
0.896473965,0.763291139,0.277039848,0.369251144,0.004892711,1
0.897498975,0.761392405,0.277039848,0.372020226,0.004887958,1
0.897498975,0.761329114,0.275458571,0.37310378,0.004887548,1
0.897498975,0.760253165,0.275142315,0.369050486,0.004880587,1
0.897498975,0.757405063,0.274826059,0.362147845,0.00486216,1
0.897498975,0.762025316,0.272296015,0.363111004,0.004892053,1
0.897498975,0.762025316,0.278937381,0.363592584,0.004892053,1
0.897498975,0.761392405,0.272612271,0.367565615,0.004887958,1
0.897498975,0.764493671,0.268817204,0.370575488,0.004908024,1
0.897498975,0.765316456,0.265022138,0.370495224,0.004913348,1
0.898626486,0.77335443,0.25,0.371899831,0.004973773,1
0.900505672,0.779578059,0.269871389,0.377879445,0.00502828,1
0.900881509,0.764556962,0.268659077,0.377678786,0.004933406,1
0.90200902,0.763924051,0.267868438,0.382494582,0.004937632,1
0.899753998,0.765696203,0.267868438,0.380929449,0.004932467,1
0.899002323,0.766835443,0.269871389,0.381089975,0.004934296,1
0.900881509,0.763924051,0.270872865,0.382013003,0.00492929,1
0.897498975,0.765696203,0.273877293,0.37924392,0.004915806,1
0.899002323,0.768523207,0.273877293,0.379966289,0.004945242,1
0.899753998,0.763860759,0.270872865,0.376956417,0.00492055,1
0.898626486,0.768101266,0.270872865,0.377317602,0.004939719,1
0.899002323,0.766835443,0.269871389,0.380929449,0.004934296,1
0.898626486,0.766898734,0.270872865,0.378521551,0.004931925,1
0.898626486,0.766329114,0.273877293,0.37876234,0.004928232,1
0.899002323,0.764472574,0.273877293,0.378682077,0.004918972,1
0.897498975,0.768101266,0.270872865,0.378682077,0.004931369,1
0.899753998,0.768101266,0.273877293,0.379324183,0.004948083,1
0.899753998,0.769367089,0.273877293,0.37876234,0.004956302,1
0.897498975,0.768734177,0.273877293,0.381290633,0.004935464,1
0.897498975,0.769367089,0.273877293,0.37948471,0.00493956,1
0.898626486,0.771455696,0.273877293,0.384180111,0.004961464,1
0.898626486,0.769367089,0.273877293,0.386106429,0.004947925,1
0.899753998,0.772151899,0.273877293,0.386949193,0.004974386,1
0.897498975,0.771455696,0.273877293,0.39056104,0.004953076,1
0.897498975,0.770295359,0.273877293,0.387029457,0.004945567,1
0.900881509,0.772151899,0.273877293,0.385986034,0.004982806,1
0.899753998,0.772151899,0.273877293,0.387189983,0.004974386,1
0.900881509,0.770063291,0.273877293,0.388634722,0.004969221,1
0.899753998,0.768797468,0.273877293,0.386106429,0.004952603,1
0.900881509,0.771455696,0.273877293,0.383457741,0.004978278,1
0.899002323,0.772995781,0.273877293,0.388634722,0.004974252,1
0.900881509,0.773417722,0.273877293,0.39670118,0.00499104,1
0.897498975,0.771223629,0.273877293,0.393932097,0.004951574,1
0.900205002,0.771088608,0.273877293,0.388875512,0.004970843,1
0.898626486,0.772151899,0.273877293,0.392005779,0.004965977,1
0.900505672,0.769367089,0.273877293,0.387310378,0.004961894,1
0.899753998,0.770759494,0.273877293,0.387671563,0.004965344,1
0.899753998,0.769556962,0.273877293,0.388032747,0.004957535,1
0.899753998,0.768164557,0.273877293,0.38490248,0.004948494,1
0.90200902,0.770759494,0.273877293,0.383818926,0.004982167,1
0.900881509,0.770063291,0.273877293,0.384420901,0.004969221,1
0.90200902,0.764556962,0.273877293,0.377799181,0.004941755,1
0.899002323,0.767763713,0.267973856,0.375953126,0.004940317,1
0.900881509,0.768734177,0.273877293,0.376956417,0.004960575,1
0.897498975,0.769367089,0.269449715,0.37900313,0.00493956,1
0.897498975,0.765696203,0.269449715,0.380688659,0.004915806,1
0.897498975,0.767531646,0.271663504,0.376715627,0.004927683,1
0.897498975,0.764472574,0.267973856,0.374668914,0.004907888,1
0.897498975,0.765759494,0.267235927,0.374668914,0.004916215,1
0.897498975,0.762869198,0.270925575,0.372421543,0.004897513,1
0.897498975,0.763924051,0.265022138,0.369010354,0.004904339,1
0.897498975,0.762658228,0.265022138,0.364194558,0.004896148,1
0.897498975,0.763924051,0.265022138,0.361826792,0.004904339,1
0.897498975,0.760337553,0.265022138,0.359499157,0.004881133,1
0.897498975,0.756139241,0.265022138,0.35660968,0.004853971,1
0.895448954,0.755443038,0.265022138,0.353960992,0.004834569,1
0.897498975,0.756708861,0.265022138,0.346255719,0.004857656,1
0.894423944,0.755443038,0.265022138,0.345774139,0.004827135,1
0.894765614,0.755864979,0.265022138,0.34481098,0.00483233,1
0.895448954,0.755443038,0.265022138,0.343005057,0.004834569,1
0.894423944,0.754810127,0.265022138,0.341199133,0.004823059,1
0.895448954,0.754303797,0.265022138,0.338068866,0.004827221,1
0.894765614,0.755021097,0.265022138,0.338068866,0.004826893,1
0.894423944,0.753101266,0.265022138,0.335058993,0.004812056,1
0.893398934,0.752658228,0.265022138,0.330684646,0.004801807,1
0.894423944,0.748101266,0.265022138,0.32735372,0.004779862,1
0.893398934,0.746835443,0.265022138,0.324584638,0.004764374,1
0.893398934,0.743481013,0.265022138,0.322297135,0.004742812,1
0.893398934,0.753037975,0.265022138,0.32145437,0.004804248,1
0.894423944,0.751202532,0.265022138,0.326992536,0.00479983,1
0.893398934,0.749367089,0.265022138,0.326510956,0.004780649,1
0.895448954,0.748101266,0.265022138,0.324584638,0.004787222,1
0.893398934,0.746139241,0.265022138,0.320972791,0.004759899,1
0.893398934,0.74278481,0.265022138,0.320571474,0.004738337,1
0.897498975,0.741518987,0.265022138,0.312384622,0.004759399,1
0.895448954,0.742151899,0.265022138,0.309776065,0.004748861,1
0.897498975,0.741518987,0.265022138,0.305803034,0.004759399,1
0.896473965,0.741518987,0.265022138,0.306405008,0.004752084,1
0.897498975,0.74278481,0.265022138,0.306405008,0.004767586,1
0.897498975,0.741518987,0.265022138,0.307729352,0.004759399,1
0.896132295,0.745147679,0.265022138,0.308371458,0.00477307,1
0.897498975,0.740949367,0.265022138,0.308090537,0.004755715,1
0.897498975,0.740379747,0.265022138,0.307488562,0.004752031,1
0.897498975,0.744810127,0.262808349,0.30989646,0.004780685,1
0.897498975,0.753734177,0.262492094,0.312063569,0.004838411,1
0.897498975,0.753101266,0.265022138,0.31627739,0.004834317,1
0.897498975,0.745738397,0.265022138,0.315755679,0.004786689,1
0.897498975,0.740949367,0.265022138,0.311461594,0.004755715,1
0.897498975,0.741518987,0.265022138,0.309655671,0.004759399,1
0.897498975,0.74,0.265022138,0.307729352,0.004749575,1
0.897498975,0.739240506,0.265022138,0.305080665,0.004744663,1
0.896473965,0.737341772,0.265022138,0.303876716,0.004725111,1
0.897498975,0.737341772,0.265022138,0.301468818,0.004732384,1
0.894423944,0.733481013,0.265022138,0.296051047,0.004685745,1
0.893398934,0.731392405,0.265022138,0.291837226,0.004665118,1
0.894765614,0.730548523,0.265022138,0.290392487,0.004669264,1
0.893398934,0.728860759,0.265022138,0.289308933,0.004648849,1
0.893398934,0.726455696,0.265022138,0.289429328,0.004633395,1
0.893398934,0.724894515,0.265022138,0.289750381,0.004623363,1
0.893398934,0.727151899,0.265022138,0.287623405,0.004637868,1
0.893398934,0.725253165,0.265022138,0.28726222,0.004625668,1
0.893398934,0.722362869,0.265022138,0.287342483,0.004607097,1
0.893398934,0.722151899,0.265022138,0.286660246,0.004605742,1
0.893398934,0.719493671,0.265022138,0.283409583,0.004588663,1
0.893398934,0.72278481,0.265022138,0.281724055,0.004609808,1
0.892476425,0.721518987,0.265022138,0.28208524,0.004595307,1
0.889708897,0.720126582,0.26059456,0.281483265,0.004567351,1
0.889708897,0.721518987,0.176681425,0.281724055,0.004576247,1
0.889708897,0.723206751,0,0.280279316,0.004587031,0
0.889708897,0.728101266,0,0.278352998,0.004618306,0
0.889708897,0.728860759,0,0.281242475,0.004623159,0
0.889708897,0.728860759,0,0.282446424,0.004623159,0
0.889708897,0.730126582,0,0.282928004,0.004631248,0
0.889708897,0.730632911,0,0.282205634,0.004634483,0
0.889708897,0.730632911,0,0.285255638,0.004634483,0
0.889708897,0.728860759,0,0.284131953,0.004623159,0
0.885608856,0.731518987,0,0.284131953,0.004611643,0
0.886975536,0.728860759,0,0.284372743,0.00460421,0
0.885608856,0.727341772,0,0.285817481,0.004585114,0
0.885608856,0.728860759,0,0.286539851,0.004594761,0
0.885608856,0.728860759,0,0.286379324,0.004594761,0
0.883558836,0.728860759,0,0.285576692,0.00458062,0
0.885608856,0.728860759,0,0.280520106,0.004594761,0
0.885608856,0.728860759,0,0.279075367,0.004594761,0
0.885608856,0.728860759,0,0.283168794,0.004594761,0
0.881508815,0.730126582,0,0.28726222,0.004574506,0
0.881508815,0.729704641,0,0.299703026,0.004571843,0
0.881508815,0.728860759,0,0.291837226,0.004566517,0
0.881508815,0.749367089,0,0.291355647,0.004695965,0
0.881508815,0.734050633,0,0.309414881,0.004599273,0
0.87699877,0.734556962,0,0.290994462,0.004571333,0
0.87699877,0.745443038,0,0.28702143,0.004639585,0
0.87699877,0.739240506,0,0.294726704,0.004600696,0
0.87699877,0.736708861,0,0.346978088,0.004584824,0
0.874265409,0.742531646,0,0.847580063,0.004602344,0
0.872898729,0.734177215,0,0.801830002,0.004540823,0
0.872898729,0.734936709,0,0.604703427,0.004545555,0
0.872898729,0.739240506,0,0.348663617,0.00457237,0
0.872898729,0.736708861,0,0.298097761,0.004556596,0
0.872898729,0.756962025,0,0.270888514,0.004682806,0
0.872898729,0.757637131,0,0.280279316,0.004687014,0
0.872898729,0.75443038,0,0.296653022,0.004667027,0
0.871053711,0.748101266,0,0.312304358,0.004614732,0
0.869208692,0.746835443,0,0.324103058,0.004594069,0
0.869208692,0.762025316,0,0.292800385,0.004688212,0
0.869208692,0.749367089,0,0.362147845,0.004609757,0
0.869208692,0.770886076,0,0.29930171,0.004743141,0
0.869208692,0.759493671,0,0.2838109,0.004672519,0
0.869208692,0.756962025,0,0.293041175,0.004656827,0
0.869208692,0.758101266,0,0.29857934,0.004663889,0
0.869208692,0.746708861,0,0.288225379,0.004593284,0
0.869208692,0.750379747,0,0.308451722,0.004616033,0
0.869208692,0.758565401,0,0.334697809,0.004666765,0
0.869208692,0.756708861,0,0.322658319,0.004655258,0
0.869208692,0.754177215,0,0.298097761,0.004639567,0
0.869208692,0.753417722,0,0.275302994,0.00463486,0
0.869208692,0.759367089,0,0.256922706,0.004671734,0
0.867842012,0.759409283,0,0.297937234,0.004662375,0
0.869208692,0.764556962,0,0.248495064,0.004703905,0
0.867158672,0.786075949,0,0.248013484,0.00482239,0
0.867158672,0.75443038,0,0.247291115,0.004626808,0
0.867158672,0.750506329,0,0.250421382,0.004602564,0
0.865108651,0.750632911,0,0.254033229,0.004589129,0
0.865108651,0.74556962,0,0.25331086,0.004557947,0
0.865108651,0.750970464,0,0.253471386,0.004591208,0
0.865108651,0.754303797,0,0.254274019,0.004611738,0
0.865108651,0.756708861,0,0.2523477,0.004626552,0
0.865108651,0.751772152,0,0.25258849,0.004596146,0
0.865108651,0.756877637,0,0.251063488,0.004627591,0
0.865108651,0.759367089,0,0.2523477,0.004642926,0
0.865108651,0.758101266,0,0.251625331,0.004635129,0
0.865108651,0.754177215,0,0.25331086,0.004610959,0
0.863058631,0.753164557,0,0.250421382,0.004590495,0
0.865108651,0.766835443,0,0.25331086,0.004688933,0
0.865108651,0.744050633,0,0.255237178,0.004548593,0
0.865108651,0.749367089,0,0.254755598,0.004581333,0
0.865108651,0.74278481,0,0.254755598,0.004540798,0
0.865108651,0.753037975,0,0.253792439,0.004603942,0
0.865108651,0.744135021,0,0.255237178,0.004549113,0
0.865108651,0.760759494,0,0.25331086,0.004651503,0
0.864083641,0.746835443,0,0.25331086,0.004558685,0
0.865108651,0.746835443,0,0.25331086,0.004565742,0
0.865108651,0.761772152,0,0.255959547,0.004657741,0
0.865108651,0.762025316,0,0.257163496,0.0046593,0
0.86100861,0.746708861,0,0.256681917,0.004536796,0
0.865108651,0.745443038,0,0.251063488,0.004557167,0
0.865108651,0.750506329,0,0.252106911,0.00458835,0
0.865108651,0.762025316,0,0.250902962,0.0046593,0
0.86100861,0.758101266,0,0.251384541,0.004606525,0
0.865108651,0.749367089,0,0.250421382,0.004581333,0
0.86203362,0.762594937,0,0.250662172,0.004641213,0
0.86100861,0.759493671,0,0.250421382,0.004615049,0
0.86100861,0.747594937,0,0.252187174,0.004542218,0
0.86100861,0.748101266,0,0.250421382,0.004545317,0
0.86100861,0.739113924,0,0.25258849,0.004490318,0
0.86100861,0.747594937,0,0.250100329,0.004542218,0
0.86100861,0.745443038,0,0.249939803,0.004529049,0
0.86100861,0.762025316,0,0.250421382,0.004630547,0
0.86100861,0.758101266,0,0.251625331,0.004606525,0
0.86100861,0.75443038,0,0.254033229,0.004584055,0
0.86100861,0.761181435,0,0.258608235,0.004625381,0
0.86100861,0.753586498,0,0.261176659,0.00457889,0
0.86100861,0.746835443,0,0.26390561,0.00453757,0
0.86100861,0.759367089,0,0.262701661,0.004614274,0
0.86100861,0.757637131,0,0.264708243,0.004603684,0
0.86100861,0.746708861,0,0.270647725,0.004536796,0
0.86100861,0.746835443,0,0.280760896,0.00453757,0
0.86100861,0.745506329,0,0.265831929,0.004529436,0
0.86100861,0.751814346,0,0.260052974,0.004568043,0
0.86100861,0.745443038,0,0.253952966,0.004529049,0
0.86100861,0.744303797,0,0.252026647,0.004522077,0
0.86100861,0.746708861,0,0.248976643,0.004536796,0
0.86100861,0.761012658,0,0.24913717,0.004624348,0
0.86100861,0.759493671,0,0.247050325,0.004615049,0
0.86100861,0.759367089,0,0.246087166,0.004614274,0
0.86100861,0.74835443,0,0.247050325,0.004546867,0
0.86100861,0.743037975,0,0.247050325,0.00451433,0
0.86100861,0.756962025,0,0.246729272,0.004599552,0
0.86100861,0.75443038,0,0.245846376,0.004584055,0
0.858001913,0.749198312,0,0.246568745,0.004531404,0
0.858753588,0.745443038,0,0.245124007,0.004513649,0
0.858753588,0.749367089,0,0.241993739,0.004537582,0
0.86100861,0.748101266,0,0.242234529,0.004545317,0
0.86100861,0.749367089,0,0.24175295,0.004553064,0
0.86100861,0.739240506,0,0.24175295,0.004491092,0
0.86100861,0.74,0,0.240789791,0.00449574,0
0.86100861,0.753037975,0,0.242716109,0.004575532,0
0.86100861,0.740379747,0,0.243920058,0.004498063,0
0.86100861,0.761772152,0,0.239345052,0.004628997,0
0.859881099,0.760696203,0,0.237659523,0.004614544,0
0.858753588,0.769620253,0,0.238141103,0.004661139,0
0.858001913,0.76185654,0,0.240629264,0.004608532,0
0.858001913,0.755189873,0,0.239987158,0.004567909,0
0.856498565,0.766835443,0,0.239826631,0.004628346,0
0.856498565,0.743037975,0,0.240308211,0.004483677,0
0.856498565,0.75350211,0,0.241592423,0.004547282,0
0.858753588,0.759493671,0,0.240308211,0.004599354,0
0.856498565,0.749810127,0,0.237057549,0.00452484,0
0.856498565,0.754177215,0,0.238381893,0.004551386,0
0.856498565,0.757468354,0,0.236937154,0.004571394,0
0.856498565,0.741772152,0,0.238141103,0.004475984,0
0.856498565,0.746835443,0,0.240308211,0.004506758,0
0.856498565,0.749198312,0,0.239505578,0.004521121,0
0.856498565,0.751898734,0,0.237418733,0.004537536,0
0.856498565,0.754177215,0,0.236696364,0.004551386,0
0.856498565,0.753607595,0,0.236937154,0.004547923,0
0.856498565,0.746708861,0,0.236937154,0.004505989,0
0.856498565,0.770126582,0,0.234047676,0.004648358,0
0.856498565,0.749367089,0,0.235010836,0.004522147,0
0.855131885,0.750042194,0,0.236616101,0.004516909,0
0.856498565,0.746708861,0,0.236455574,0.004505989,0
0.856498565,0.743037975,0,0.236455574,0.004483677,0
0.856498565,0.746835443,0,0.238863472,0.004506758,0
0.856498565,0.741518987,0,0.240789791,0.004474446,0
0.852398524,0.738396625,0,0.238702946,0.004427939,0
0.856498565,0.750632911,0,0.235492415,0.004529841,0
0.856498565,0.750632911,0,0.235492415,0.004529841,0
0.852398524,0.746835443,0,0.235492415,0.004478908,0
0.855131885,0.747679325,0,0.238381893,0.004502577,0
0.853765204,0.762700422,0,0.237900313,0.004584219,0
0.852398524,0.741687764,0,0.238622682,0.004447816,0
0.854448544,0.760632911,0,0.238381893,0.004576428,0
0.852398524,0.747974684,0,0.237659523,0.004485789,0
0.852398524,0.746708861,0,0.237900313,0.004478143,0
0.852398524,0.741518987,0,0.238863472,0.004446796,0
0.852398524,0.744177215,0,0.234047676,0.004462852,0
0.852398524,0.765822785,0,0.233566097,0.004593619,0
0.852398524,0.74278481,0,0.235973995,0.004454442,0
0.852398524,0.741772152,0,0.235010836,0.004448325,0
0.851168512,0.748438818,0,0.23340557,0.00448025,0
0.852398524,0.761940928,0,0.233726623,0.004570164,0
0.852398524,0.756708861,0,0.234770046,0.004538553,0
0.852398524,0.756708861,0,0.237418733,0.004538553,0
0.852398524,0.754303797,0,0.239104262,0.004524023,0
0.852398524,0.760759494,0,0.235973995,0.004563026,0
0.852398524,0.755696203,0,0.237659523,0.004532435,0
0.852398524,0.74556962,0,0.235492415,0.004471262,0
0.852398524,0.755189873,0,0.234208203,0.004529376,0
0.852398524,0.745443038,0,0.234288466,0.004470497,0
0.852398524,0.744050633,0,0.234047676,0.004462087,0
0.852398524,0.748101266,0,0.234047676,0.004486554,0
0.852398524,0.744050633,0,0.234047676,0.004462087,0
0.852398524,0.764556962,0,0.235010836,0.004585971,0
0.852398524,0.754261603,0,0.235652942,0.004523768,0
0.852398524,0.744050633,0,0.235251625,0.004462087,0
0.852398524,0.740379747,0,0.235010836,0.004439916,0
0.852398524,0.735443038,0,0.237418733,0.004410101,0
0.852398524,0.740443038,0,0.235492415,0.004440298,0
0.852398524,0.774683544,0,0.234047676,0.004647166,0
0.852398524,0.754177215,0,0.234368729,0.004523258,0
0.850553506,0.747974684,0,0.236214784,0.004473287,0
0.852398524,0.758101266,0,0.234770046,0.004546965,0
0.852398524,0.760632911,0,0.235010836,0.004562261,0
0.852398524,0.749113924,0,0.237900313,0.004492671,0
0.852398524,0.746708861,0,0.236937154,0.004478143,0
0.852398524,0.758227848,0,0.234770046,0.00454773,0
0.852398524,0.754303797,0,0.235733205,0.004524023,0
0.848708487,0.754177215,0,0.235010836,0.004498074,0
0.848708487,0.734177215,0,0.235010836,0.00437795,0
0.852398524,0.746708861,0,0.236937154,0.004478143,0
0.852398524,0.742531646,0,0.235010836,0.004452913,0
0.852398524,0.739240506,0,0.234047676,0.004433035,0
0.852398524,0.755443038,0,0.235492415,0.004530905,0
0.851168512,0.744978903,0,0.235171362,0.00445939,0
0.850553506,0.747341772,0,0.234770046,0.004469475,0
0.852398524,0.746835443,0,0.235492415,0.004478908,0
0.852398524,0.731518987,0,0.238381893,0.004386405,0
0.848708487,0.737848101,0,0.236937154,0.004399995,0
0.849630996,0.751139241,0,0.23537202,0.004486083,0
0.848708487,0.743206751,0,0.236455574,0.004432178,0
0.850553506,0.744050633,0,0.237177944,0.004449651,0
0.850553506,0.741518987,0,0.234047676,0.004434403,0
0.848708487,0.744050633,0,0.238381893,0.004437246,0
0.848708487,0.74278481,0,0.238141103,0.004429643,0
0.848708487,0.725316456,0,0.238381893,0.004324746,0
0.848708487,0.73164557,0,0.238863472,0.004362748,0
0.848708487,0.749367089,0,0.236214784,0.004469179,0
0.848708487,0.751772152,0,0.236937154,0.004483626,0
0.848708487,0.725189873,0,0.233566097,0.004323986,0
0.848708487,0.740843882,0,0.236134521,0.004417986,0
0.848708487,0.741518987,0,0.235492415,0.004422041,0
0.848708487,0.759409283,0,0.235973995,0.004529507,0
0.848708487,0.746751055,0,0.23757926,0.004453466,0
0.848708487,0.739240506,0,0.235010836,0.004408357,0
0.848708487,0.737468354,0,0.236295048,0.004397714,0
0.848708487,0.727151899,0,0.235492415,0.004335766,0
0.848708487,0.734852321,0,0.234529256,0.004382004,0
0.848708487,0.747974684,0,0.236214784,0.004460816,0
0.848708487,0.731518987,0,0.237900313,0.004361988,0
0.848708487,0.731518987,0,0.238141103,0.004361988,0
0.848708487,0.739113924,0,0.234047676,0.004407597,0
0.848708487,0.744303797,0,0.235251625,0.004438767,0
0.848708487,0.758101266,0,0.235733205,0.004521648,0
0.848708487,0.745443038,0,0.236696364,0.004445609,0
0.848708487,0.739113924,0,0.235492415,0.004407597,0
0.848708487,0.736455696,0,0.236696364,0.004391633,0
0.848708487,0.741772152,0,0.235492415,0.004423561,0
0.848708487,0.734050633,0,0.237177944,0.00437719,0
0.848708487,0.735316456,0,0.236455574,0.004384792,0
0.848708487,0.743037975,0,0.233566097,0.004431164,0
0.848708487,0.727721519,0,0.235010836,0.004339186,0
0.848708487,0.721392405,0,0.235733205,0.004301186,0
0.848708487,0.723037975,0,0.234208203,0.004311066,0
0.848708487,0.713924051,0,0.234529256,0.004256353,0
0.844608446,0.708860759,0,0.234529256,0.004199819,0
0.848708487,0.729113924,0,0.236696364,0.004347546,0
0.848708487,0.716202532,0,0.234529256,0.00427003,0
0.845975126,0.734092827,0,0.234529256,0.00435937,0
0.844608446,0.713797468,0,0.235010836,0.004229267,0
0.844608446,0.71721519,0,0.234208203,0.004249655,0
0.844608446,0.718987342,0,0.234047676,0.004260228,0
0.844608446,0.711392405,0,0.234529256,0.00421492,0
0.844608446,0.721392405,0,0.239345052,0.004274576,0
0.844608446,0.734177215,0,0.239826631,0.004350862,0
0.844608446,0.73278481,0,0.239345052,0.004342553,0
0.844608446,0.728860759,0,0.239104262,0.004319137,0
0.844608446,0.709704641,0,0.234529256,0.004204853,0
0.840508405,0.708734177,0,0.234288466,0.00417307,0
